|new_summary|sentiment_score
235|Trump announced plans to sell large amounts of oil to other countries, indicating a shift in energy policy.|4.0
236|Trump stated that there is no one to take over in Venezuela, highlighting a lack of leadership in the country.|1.0
237|Trump referenced a statement from the Vice President of Venezuela expressing commitment to support as needed.|3.0
238|Trump comments on the deteriorating oil infrastructure in Venezuela, indicating plans for replacement and financial investment to address these issues.|4.0
239|Trump emphasizes the identification of key figures in the Maduro regime, indicating a focused approach on Venezuelan geopolitical issues.|3.0
240|Trump indicated that discussions regarding Cuba are forthcoming, highlighting potential geopolitical shifts.|3.0
241|Trump has labeled Cuba as a failing nation and expressed a desire to assist its people.|1.0
242|Trump comments on Machado's lack of respect within her country, indicating a potential geopolitical implication.|2.5
243|Trump criticized Venezuela's Vice President Delcy Rodriguez, appointed by Maduro, suggesting her cooperation is not voluntary despite her graciousness. The conversation indicates political maneuvering within Venezuela's government.|1.0
244|Trump's statement emphasizes a commitment to reclaiming control over oil resources, reflecting a focus on energy policy.|4.0
245|Trump claims Maduro should have surrendered, suggesting increased pressure on Venezuela's leadership.|1.0
246|Trump expresses dissatisfaction with Putin, indicating potential geopolitical tensions.|1.0
247|TRUMP announced intentions to extract vast resources, potentially impacting wealth distribution.|4.0
248|Trump has criticized Putin for excessive violence leading to significant loss of life.|1.0
249|Trump announced that the US plans to utilize Venezuela's extensive oil reserves to export large quantities to other nations following the ouster of Maduro.|4.0
250|The odds of President Trump being impeached have reached an all-time high on prediction market Kalshi, amid increasing political risk linked to recent U.S. actions in Venezuela.|1.0
251|Kalshi's markets are being used to gauge predictions regarding President Trump's potential impeachment during his term.|3.0
252|Argentina is implementing entry restrictions for Venezuelan individuals linked to Nicolás Maduro's regime following a U.S. attack, as stated by Cabinet Chief Manuel Adorni.|1.0
253|Chuck Schumer criticized Trump's actions regarding Venezuela, labeling them as reckless and suggesting any U.S. plan for the country could instill fear among Americans.|1.0
254|Trump is set to meet with House Republicans on Tuesday at the Kennedy Center, as reported by Punchbowl Reporter.|3.0
255|Delcy Rodriguez has reiterated the call for the release of Nicolas Maduro and his wife in Venezuela, highlighting ongoing political tensions. This statement emphasizes the geopolitical challenges facing the country.|1.0
256|An emergency meeting of the U.N. Security Council is set to address U.S. operations in Venezuela on Monday, reported by an AP reporter on X.|2.0
257|Venezuela's oil exports have come to a halt as tankers are avoiding departures due to ongoing political turmoil, according to sources. This situation highlights the impact of political instability on the country's oil sector.|1.0
258|A plane carrying Venezuela's President Maduro has arrived in New York, as reported by MS NOW.|2.5
259|Maduro's exit from a plane in New York follows his recent capture in Venezuela, highlighting ongoing geopolitical tensions between the US and Venezuela.|1.0
260|U.S. President Donald Trump announced that a military operation in Venezuela has resulted in the capture of President Nicolás Maduro and his wife, indicating a significant geopolitical shift. Further details are expected at a news conference later today.|3.0
261|Trump praises planning after U.S. military actions against Venezuela, as reported by the New York Times.|4.0
262|Venezuela's defense minister labeled a US assault on Caracas as a cowardly act, asserting that the government will not negotiate or surrender to US demands.|1.0
263|The U.S. has reportedly attacked oil facilities, with PDVSA executives stating that the initial assessment shows no damage to their assets.|1.0
264|The Russian Foreign Ministry has expressed deep concerns regarding reports of Venezuelan President Nicolás Maduro and his wife being forcibly removed from the country amid aggressive actions by the United States.|1.0
265|The Russian Foreign Ministry has condemned certain actions as an unacceptable violation of the sovereignty of an independent state. This statement reflects ongoing geopolitical tensions.|1.0
266|US Army Delta Force captured Nicolas Maduro following a CIA operation approved by President Trump, delayed due to unrest in Nigeria.|3.0
267|Maduro and his wife have been indicted in the Southern District of New York, according to AG Bondi.|1.0
268|U.S. Attorney General Pamela Bondi announced the indictment of Nicolas Maduro and Cilia Flores in connection with multiple serious charges in the Southern District of New York, signaling a significant legal action against alleged international drug trafficking. The attorney general emphasized the government's commitment to pursuing justice for the American people.|4.0
269|A Colombian source reports that the United States did not inform Colombia prior to its operation in Venezuela, although it was aware of plans to capture Venezuelan President Nicolas Maduro.|2.0
270|Trump has addressed the U.S. military strike on Venezuela, indicating a significant geopolitical event.|1.0
271|Brazil's President Lula condemned recent bombings in Venezuelan territory and the capture of its president as unacceptable actions that escalate geopolitical tensions.|1.0
272|Signum Global Advisors suggests that the U.S. will adopt a transactional approach toward Venezuela following Nicolás Maduro’s capture, emphasizing negotiations over military escalation.|3.0
273|Venezuela has officially closed its border with Brazil, according to the head of the Brazil Federal Police, marking a significant geopolitical event.|1.0
